static_text,log_level,project
"Store=*,  memstore type=*, storagePolicy=*, verifyBulkLoads=*, parallelPutCountPrintThreshold=*, encoding=*, compression=*",info,HBase
loaded *,debug,HBase
Could not close store file,warn,HBase
Clearing the compacted storefile * from this store,warn,HBase
Moving the files * to archive,debug,HBase
Refreshing store files for region  |  files to add:  |  files to remove: ,info,HBase
"tableName=*, encodedName=*, columnFamilyName=* is  | too busy!",trace,HBase
"tableName=*, encodedName=*, columnFamilyName=* is  | too busy!",trace,HBase
Validating hfile at  |  for inclusion in  | store  |  region ,info,HBase
HFile bounds: first= |  last=,debug,HBase
Region bounds: first= |  last=,debug,HBase
Trying to bulk load hfile  |  with size:  |  bytes can be problematic as it may lead to oversplitting.,warn,HBase
Full verification started for bulk load hfile: *,info,HBase
Full verification complete for bulk load hfile:  |  took  |  ms,info,HBase
Loaded HFile  |  into store ' | ' as  |  - updating store file list.,info,HBase
Successfully loaded store file * into store * (new location: *),info,HBase
Loaded HFile  |  into store ',info,HBase
$$$Empty Message$$$,trace,HBase
Closed *,trace,HBase
"Failed validating store file *, retrying num=*",warn,HBase
"Failed flushing store file, retrying num=*",warn,HBase
"Added  | , entries= | , sequenceid= | , filesize= | ",info,HBase
$$$Empty Message$$$,trace,HBase
"Starting compaction of  |  into tmpdir= | , totalSize= | ",info,HBase
$$$Empty Message$$$,info,HBase
$$$Empty Message$$$,trace,HBase
Completing compaction from the WAL marker,debug,HBase
"Replaying compaction marker, replacing input files:  |  with output files : ",info,HBase
StoreFile * has null Reader,debug,HBase
 -  | : Initiating  | major |  compaction |  (all files),debug,HBase
Skipping expired store file removal due to min version being *,debug,HBase
Completed removal of  |  unnecessary (expired) file(s) in  |  of  | ; total size for store is  | ,info,HBase
"Failed to open store file : *, keeping it in tmp location",error,HBase
StoreFile * has a null Reader,warn,HBase
Not splittable; has references: *,trace,HBase
Not splittable; has references: *,trace,HBase
Failed getting store size for *,warn,HBase
Compaction priority is USER despite there being no user compaction,warn,HBase
Failed to commit store file *,error,HBase
"Failed to delete store file we committed, halting *",error,HBase
"Region:  |  added  | , entries= | , sequenceid= | , filesize= | ",info,HBase
No compacted files to archive,trace,HBase
The file * was closed but still not archived,debug,HBase
Closing and archiving the file *,trace,HBase
"Can't archive compacted file  |  because of either isCompactedAway= |  or file has reference, isReferencedInReads= | , refCount= | , skipping for now.",info,HBase
Exception while trying to close the compacted store file *,error,HBase
Moving the files * to archive,debug,HBase
Clearing the compacted file * from this store,trace,HBase
failed to close stream reader,warn,HBase
Bad Delete Family bloom filter data -- proceeding without,error,HBase
Error reading bloom filter data -- proceeding without,error,HBase
Bad bloom filter data -- proceeding without,error,HBase
Loaded  |   |  metadata for ,trace,HBase
Loaded Delete Family Bloom ( | ) metadata for ,info,HBase
Error reading bloom filter meta for  |  -- proceeding without,error,HBase
Bad bloom filter meta  |  -- proceeding without,error,HBase
Exception while closing the scanner ,error,HBase
Scanner  |  lease expired on region ,info,HBase
Closing scanner for ,error,HBase
Closing scanner for ,error,HBase
"Scanner  |  lease expired, but no related |  scanner found, hence no chance to close that related scanner!",warn,HBase
$$$Empty Message$$$,debug,HBase
Closing scanner ,warn,HBase
Large batch operation detected (greater than  | ) (HBASE-18023). |  Requested Number of Rows:  |  Client:  | / |  first region in multi=,warn,HBase
hostname is configured to be ,info,HBase
Run out of memory;  |  will abort itself immediately,error,HBase
Close  |  without moving,info,HBase
"Close  | , moving to ",info,HBase
Compacting ,info,HBase
$$$Empty Message$$$,trace,HBase
$$$Empty Message$$$,trace,HBase
Flushing ,info,HBase
Client= | / |  clear compactions queue,debug,HBase
clear  |  compaction queue,debug,HBase
Unknown queue name ,warn,HBase
Clear compactions queue is executing by other admin.,warn,HBase
OpenRegionRequest for * does not have a start code,warn,HBase
CloseRegionRequest for * does not have a start code,warn,HBase
$$$Empty Message$$$,warn,HBase
Open ,info,HBase
"Receiving OPEN for the region: | , which we are already trying to OPEN |  - ignoring this new request for this region.",info,HBase
No executor executorService; skipping open request,info,HBase
Failed opening region ,warn,HBase
Region already online. Skipping warming up ,info,HBase
Region is in transition. Skipping warmup ,info,HBase
Warming up region ,info,HBase
Failed warming up region ,error,HBase
Error while skipping Cells in CellScanner for invalid Region Mutations,error,HBase
Client tried to access missing scanner ,warn,HBase
", closing...",warn,HBase
Getting exception closing ,warn,HBase
Getting exception closing ,warn,HBase
"Done scanning, limit of rows reached, moreRows:  |  scannerContext: ",trace,HBase
Server shutting down and client tried to access missing scanner ,debug,HBase
Un-able to cancel lease of scanner. It could already be closed.,trace,HBase
"Failed to get TableDescriptor of *, will try again in the handler",warn,HBase
"Failed to instantiating remote procedure *, pid=*",warn,HBase
"Executing remote procedure *, pid=*",debug,HBase
"Swapping pipeline suffix; before=*, new segment=*",debug,HBase
"Suffix data size=*, new segment data size=*, suffix heap size=*,new segment heap size=* 　suffix off heap size=*, new segment off heap size=*, suffix cells count=*, new segment cells count=*",debug,HBase
"Segment flattening failed, because versions do not match. Requester version:  | , actual version: ",warn,HBase
"Segment flattening failed, because versions do not match",warn,HBase
Compaction pipeline segment * flattened,debug,HBase
Ignoring bloom filter check for file  | :  | cfBloomType= |  (disabled in config),info,HBase
"HFile Bloom filter type for  | :  | , but  |  specified in column family  | configuration",info,HBase
Bloom filter turned off by CF config for ,info,HBase
Error reading timestamp range data from meta -- proceeding without,error,HBase
Error reading compacted storefiles from meta data,error,HBase
failed to close reader,warn,HBase
Unable to ask master to split ,error,HBase
Skipping split because server is stopping= |  or stopped=,debug,HBase
"globalMemStoreLimit= |  | , globalMemStoreLimitLowMark= |  | , Offheap=",info,HBase
Above memory mark but there are no flushable regions!,error,HBase
"Under global heap pressure:  | Region  |  has too many  | store files, but is  |  |  vs best flushable region's  |  | . Choosing the bigger.",debug,HBase
Above memory mark but there is no flushable region,debug,HBase
Refreshing storefiles of region  |  due to global heap pressure. Total memstore off heap size= |  |  memstore heap size= | ,info,HBase
Excluding secondary region  |  - trying to find a different region to refresh files.,info,HBase
"Flush of region  |  due to global heap pressure.  | Flush type= | Total Memstore Heap size= |  | Total Memstore Off-Heap size= |  | , Region memstore size= | ",info,HBase
Excluding unflushable region  |  - trying to find a different region to flush.,info,HBase
Flush thread woke up because memory above low water= | ,debug,HBase
Cache flusher failed for entry ,error,HBase
 exiting,info,HBase
Refreshing store files failed with exception,warn,HBase
Waited  | ms on a compaction to clean up 'too many store files'; waited  | long enough... proceeding with flush of ,info,HBase
* has too many store files(*); delaying flush up to * ms,warn,HBase
Cache flush failed for region ,error,HBase
Cache flush failed |  for region  | ,error,HBase
Interrupted while waiting,warn,HBase
Memstore is above high water mark and block * ms,warn,HBase
Unblocking updates for server ,info,HBase
Blocking updates: * * is >= blocking *,info,HBase
"Strategy=*, store=*; merging * segments",trace,HBase
"Strategy=*, store=*; flattening a segment",trace,HBase
* in-memory compaction for store=* compacting * segments,trace,HBase
Not starting a distinct region server because hbase.cluster.distributed is false,warn,HBase
Region server exiting,error,HBase
"Unable to load configured flush policy ' | ' for table ' | ', load default flush policy  |  instead",warn,HBase
Snapshot called again without clearing previous. Doing nothing. Another ongoing flush or did we fail last attempt?,warn,HBase
"vmName= | , vmVendor= | , vmVersion=",info,HBase
vmInputArguments=,info,HBase
memstore1 estimated size=*,info,HBase
memstore1 estimated size (2nd loading of same data)=*,info,HBase
memstore2 estimated size=*,info,HBase
Waiting 30 seconds while heap dump is taken,info,HBase
Exiting.,info,HBase
Failed construction RegionServer,error,HBase
"Coprocessor executorService  |  already registered, rejecting request from ",error,HBase
Registered regionserver coprocessor executorService: executorService=,debug,HBase
ClusterId : ,info,HBase
About to register with Master.,debug,HBase
reportForDuty failed; sleeping * ms and then retrying.,warn,HBase
Closing user regions,info,HBase
Waiting on ,debug,HBase
Initialize abort timeout task failed,warn,HBase
Stopping infoServer,info,HBase
Failed to stop infoServer,error,HBase
aborting server ,info,HBase
stopping server ,info,HBase
Attempt to close server's short circuit ClusterConnection failed.,warn,HBase
stopping server  | ; all regions closed.,info,HBase
Failed deleting my ephemeral node,warn,HBase
Exiting; stopping= | ; zookeeper connection closed.,info,HBase
Skipping Region size report to HMaster as stub is null,trace,HBase
Failed to report region sizes to Master because it is initializing. This will be retried.,trace,HBase
"master doesn't support ReportRegionSpaceUse, pause before retrying",debug,HBase
Failed to report region sizes to Master. This will be retried.,debug,HBase
Waiting on  |  regions to close,info,HBase
Online Regions=,debug,HBase
"We were exiting though online regions are not empty, because some regions failed closing",info,HBase
Interrupted while sleeping,warn,HBase
Shutdown / close of WAL failed: ,error,HBase
Shutdown / close exception details:,debug,HBase
$$$Empty Message$$$,error,HBase
$$$Empty Message$$$,error,HBase
Config from master:  | =,debug,HBase
"Serving as  | , RpcServer on  | , sessionid=0x",info,HBase
 runs every ,info,HBase
Failed major compaction check on ,warn,HBase
* requesting flush of * because * after random delay * ms,info,HBase
logDir=*,debug,HBase
SplitLogWorker Service NOT started; CoordinatedStateManager is null,warn,HBase
$$$Empty Message$$$,error,HBase
Failed binding http info server to port: ,error,HBase
Failed binding http info server to port: ,info,HBase
***** STOPPING region server ' | ' *****,info,HBase
The region server did not stop,warn,HBase
Skipping coprocessor exception on preStop() due to forced shutdown,warn,HBase
STOPPED: ,info,HBase
"Post open deploy tasks for *, openProcId=*, masterSystemTime=*",info,HBase
No sequence number found when opening ,error,HBase
Finished post open deploy task for ,debug,HBase
Failed to update meta location,info,HBase
Failed to update meta,info,HBase
TRANSITION FAILED  | : ,info,HBase
TRANSITION REPORTED ,info,HBase
Failed report transition  | ; retry (# | ) |  after  | ms delay (Master is coming online...).,info,HBase
